Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Identify independent and dependent variables in tables and graphs,Distinguish between independent and dependent variables in given data tables and graphs.,IXL Content - Identify independent and dependent variables in tables and graphs,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Independent versus dependent variables,Determine which quantity is independent and which is dependent in a given real-world context.,Khan Academy Content - Independent versus dependent variables,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Complete a table from equations with 2 variables,Fill in missing values in a table based on a given two-variable relationship or rule.,"Khan Academy Content - Tables from equations with 2 variables, IXL Content - Complete a table for a two-variable relationship",Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Write a two-variable equation from a table,Derive a two-variable equation that represents the relationship shown in a table of values.,IXL Content - Write a two-variable equation from a table,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Write a two-variable equation,Formulate a two-variable equation to represent a given relationship. Word problems,IXL Content - Write a two-variable equation,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Find a value using two-variable equations,Calculate the value of one variable given the value of the other in a two-variable equation.,IXL Content - Find a value using two-variable equations,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Find a value using two-variable equations: word problems,Solve real-world problems by using two-variable equations to find unknown values.,IXL Content - Find a value using two-variable equations: word problems,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Solve word problems by finding two-variable equations,Solve complex word problems by first setting up and then using two-variable equations.,IXL Content - Solve word problems by finding two-variable equations,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Relationships between quantities in equations: multistep-word problems,Analyze how changes in one quantity affect another quantity in a two-variable equation.,Khan Academy Content - Relationships between quantities in equations,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.","Does (x, y) satisfy an equation?","Determine if a given ordered pair (x, y) is a solution to a two-variable equation.","IXL Content - Does (x, y) satisfy an equation?",Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Identify the graph of an equation,Match a given two-variable equation to its corresponding graph.,IXL Content - Identify the graph of an equation,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Match equations to coordinates on a graph,Identify the equation that corresponds to a set of coordinates plotted on a graph.,Khan Academy Content - Match equations to coordinates on a graph,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Complete a table and graph a two-variable equation,Create a table of values for a two-variable equation and then plot those points to graph the equation.,IXL Content - Complete a table and graph a two-variable equation,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Graph a two-variable equation,Plot points derived from a two-variable equation to create its graph.,IXL Content - Graph a two-variable equation,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Write an equation from a graph using a table,Derive a two-variable equation by analyzing its graph and creating a table of corresponding values.,IXL Content - Write an equation from a graph using a table,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Analyze relationships between variables,"Interpret and describe the relationship between independent and dependent variables using tables, graphs, and equations.",Khan Academy Content - Analyze relationships between variables,Exact match
6.EE.C.9,"Use variables to represent two quantities in a real-world problem that change in relationship to one another; write an equation to express one quantity, thought of as the dependent variable, in terms of the other quantity, thought of as the independent variable. Analyze the relationship between the dependent and independent variables using graphs and tables, and relate these to the equation.",Interpret a graph: word problems,Analyze and interpret information presented in graphs to solve real-world problems.,IXL Content - Interpret a graph: word problems,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Explore the Meaning of Area (Tiling),"Understand area as the amount of two-dimensional space a shape covers, often by tiling with unit squares.",EngageNY Content-Lesson 1: Tiling the Plane,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Find Area by Counting Unit Squares/Shapes,Determine the area of a figure by counting the number of given unit squares or composite unit shapes (like triangles) that cover it.,EngageNY Content-Lesson 1: Tiling the Plane,Superset
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Identify and Classify Polygons,"Recognize and name various polygons based on their properties (e.g., number of sides, angles).",EngageNY Content-Lesson 11: Polygons,Subset
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Area of Rectangles and Squares,Calculate the area of rectangles and squares using formulas.,IXL Content-Area of rectangles and squares,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Decompose and Compose Shapes to Find Area,Break down complex shapes into simpler ones (decomposition) or combine simpler shapes to form complex ones (composition) to find their area.,EngageNY Content-Lesson 2: Finding Area by Decomposing and Rearranging,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Conceptual Understanding of Parallelogram Area,Visually and conceptually understand how the area of a parallelogram relates to the area of a rectangle through decomposition and rearrangement.,IXL Content-Understanding area of a parallelogram,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Parallelograms,Apply the formula to find the area of any parallelogram.,Khan Academy Content-Area of parallelograms,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Identify Base and Height of Parallelograms,Correctly identify the base and corresponding height in different parallelogram orientations.,EngageNY Content-Lesson 5: Bases and Heights of Parallelograms,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Conceptual Understanding of Triangle Area,Understand that the area of a triangle is half the area of a corresponding parallelogram or rectangle.,IXL Content-Understanding area of a triangle,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Triangles (including right triangles),"Apply the formula to find the area of any triangle, including right triangles.",Khan Academy Content-Area of triangles,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Identify Base and Height of Triangles,Correctly identify the base and corresponding height in various triangle orientations.,Khan Academy Content-Find base and height on a triangle,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Conceptual Understanding of Trapezoid Area,Understand how trapezoids can be decomposed or composed to find their area.,IXL Content-Understanding area of a trapezoid,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Trapezoids,Apply the formula or decomposition methods to find the area of trapezoids.,Khan Academy Content-Area of trapezoids,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Rhombuses,"Find the area of rhombuses using appropriate methods, including decomposition.",IXL Content-Area of rhombuses,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.","Find Areas of Polygons Using Reasoning Strategies (Decomposing, Rearranging, Subtracting)","Employ advanced strategies like decomposing, rearranging, or subtracting areas of simpler shapes to find the area of more complex polygons.",EngageNY Content-Lesson 3: Reasoning to Find Area,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Composite Figures,Find the total area of shapes made up of multiple basic polygons by decomposing them.,Khan Academy Content-Area of composite shapes,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Find Missing Dimensions Given Area of Parallelograms,Solve for an unknown base or height when given the area of a parallelogram.,Khan Academy Content-Find missing length when given area of a parallelogram,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Find Missing Dimensions Given Area of Triangles,Solve for an unknown base or height when given the area of a triangle.,Khan Academy Content-Find missing length when given area of a triangle,Exact match
6.G.A.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems.",Solve Real-World Area Problems,Apply area calculation skills to solve practical problems in various contexts.,IXL Content-Area of quadrilaterals and triangles: word problems,Superset
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Volume of Rectangular Prisms (Whole Number Sides),Calculate the volume of rectangular prisms with whole number side lengths.,IXL Content-Volume of cubes and rectangular prisms,Subset
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Conceptual Understanding of Volume with Fractional Unit Cubes,Understand volume by packing rectangular prisms with unit cubes of fractional edge lengths.,Khan Academy Content-Volume with cubes with fraction lengths,Exact match
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Volume by Multiplying Area of Base by Height ($V = Bh$),Understand and apply the formula $V=Bh$ for calculating volume.,Khan Academy Content-Volume by multiplying area of base times height,Exact match
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Volume of Rectangular Prisms (Fractional/Decimal Sides),Calculate the volume of rectangular prisms with fractional or decimal edge lengths.,IXL Content-Volume of cubes and rectangular prisms with fractional side lengths,Exact match
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Solve Volume Word Problems (Fractions/Decimals),Solve real-world problems involving the volume of rectangular prisms with fractional or decimal dimensions.,Khan Academy Content-Volume word problems: fractions & decimals,Exact match
6.G.A.2,"Find the volume of a right rectangular prism with fractional edge lengths by packing it with unit cubes of the appropriate unit fraction edge lengths, and show that the volume is the same as would be found by multiplying the edge lengths of the prism. Apply the formulas *V = l w h* and *V = b h* to find volumes of right rectangular prisms with fractional edge lengths in the context of solving real-world and mathematical problems.",Find Missing Dimensions Given Volume of Prisms,"Determine an unknown length, width, or height when given the volume of a rectangular prism.",IXL Content-Volume of cubes and rectangular prisms: word problems,Superset
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Understand the Coordinate Plane,"Identify axes, origin, and quadrants, and understand how coordinates locate points.",Khan Academy Content-Graph points,Superset
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Graph Points in All Four Quadrants,Accurately plot points on the coordinate plane given their ordered pairs.,Khan Academy Content-Graph points,Exact match
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Draw Polygons from Given Vertices,Connect plotted points to form polygons on the coordinate plane.,Khan Academy Content-Drawing polygons with coordinates,Exact match
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Find Horizontal and Vertical Distances on Coordinate Plane,Calculate the length of horizontal or vertical segments by counting units or using coordinate differences.,Khan Academy Content-Distance on the coordinate plane,Exact match
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Calculate Perimeter of Rectangles/Squares on Coordinate Plane,Use coordinate points to find side lengths and then calculate the perimeter of rectangles and squares.,Khan Academy Content-Area and perimeter on the coordinate plane,Subset
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Calculate Area of Rectangles/Squares on Coordinate Plane,Use coordinate points to find side lengths and then calculate the area of rectangles and squares.,Khan Academy Content-Area and perimeter on the coordinate plane,Subset
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Solve Quadrilateral Problems on the Coordinate Plane,Solve problems involving quadrilaterals by analyzing their properties on the coordinate plane.,Khan Academy Content-Quadrilateral problems on the coordinate plane,Exact match
6.G.A.3,Draw polygons in the coordinate plane given coordinates for the vertices; use coordinates to find the length of a side joining points with the same first coordinate or the same second coordinate. Apply these techniques in the context of solving real-world and mathematical problems.,Solve Real-World Problems on the Coordinate Plane,Apply coordinate geometry skills to solve practical problems involving distances or shapes.,Khan Academy Content-Word problems: coordinate plane,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Identify Three-Dimensional Figures (Polyhedra),Recognize and differentiate between common polyhedra like prisms and pyramids.,IXL Content-Identify polyhedra,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Understand and Identify Nets of 3D Figures,Understand that a net is a 2D representation of a 3D figure that can be folded to form the figure.,IXL Content-Nets of three-dimensional figures,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Draw Nets for 3D Figures,Create accurate 2D nets for given three-dimensional figures.,"EngageNY Content-Lesson 15: More Nets, More Surface Area",Subset
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Calculate Area of Faces in a Net,Find the area of each individual rectangular and triangular face shown in a net.,Khan Academy Content-Surface area using nets,Superset
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Conceptual Understanding of Surface Area from Nets,Understand that the total area of a net represents the surface area of the 3D figure.,EngageNY Content-Lesson 12: What Is Surface Area?,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Calculate Surface Area of Cubes and Rectangular Prisms (using nets),Find the surface area of cubes and rectangular prisms by summing the areas of all faces from their nets.,IXL Content-Surface area of cubes and rectangular prisms,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Calculate Surface Area of Triangular Prisms (using nets),Determine the surface area of triangular prisms by finding the sum of the areas of their rectangular and triangular faces from their nets.,IXL Content-Surface area of triangular prisms,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Calculate Surface Area of Pyramids (using nets),Compute the surface area of pyramids by adding the area of the base and all triangular faces from their nets.,IXL Content-Surface area of pyramids,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Write Expressions for Surface Area,Formulate algebraic expressions to represent the calculation of surface area for various 3D figures.,Khan Academy Content-Expressions to find surface area,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Solve Real-World Surface Area Problems,"Apply surface area concepts to solve practical problems such as painting, wrapping, or packaging.",Khan Academy Content-Surface area word problems,Exact match
6.G.A.4,"Represent three-dimensional figures using nets made up of rectangles and triangles, and use the nets to find the surface area of these figures. Apply these techniques in the context of solving real-world and mathematical problems.",Differentiate Between Surface Area and Volume,Understand the distinct differences between surface area (amount of covering) and volume (amount of space occupied).,EngageNY Content-Lesson 16: Distinguishing between Surface Area and Volume (Optional),Exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Understanding the Meaning of Division with Fractions (How Many Groups?),N/A,EngageNY Lessons - Lesson 4: How Many Groups? (Part 1),exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Understanding the Meaning of Division with Fractions (What Fraction of a Group?),N/A,EngageNY Lessons - Lesson 7: What Fraction of a Group?,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Understanding the Meaning of Division with Fractions (How Much in Each Group?),N/A,EngageNY Lessons - Lesson 8: How Much in Each Group? (Part 1),exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Representing Division of Fractions with Visual Models (Unit Fractions),N/A,IXL Content - M.1 Divide whole numbers by unit fractions using models,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Representing Division of Fractions with Visual Models (Non-Unit Fractions),N/A,EngageNY Lessons - Lesson 6: Using Diagrams to Find the Number of Groups,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Whole Numbers by Unit Fractions,N/A,IXL Content - M.3 Divide whole numbers and unit fractions,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Whole Numbers by Fractions,N/A,Khan Academy content - Divide whole numbers by fractions,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Fractions by Whole Numbers (in recipes),N/A,IXL Content - M.5 Divide fractions by whole numbers in recipes,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Finding Reciprocals of Fractions,N/A,IXL Content - M.2 Reciprocals,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Fractions using Models,N/A,IXL Content - M.6 Divide fractions using models,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Fractions by Fractions (Conceptual Understanding),N/A,Khan Academy content - Understanding dividing fractions by fractions,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Fractions using the Standard Algorithm,N/A,IXL Content - M.7 Divide fractions,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Mixed Numbers using Models,N/A,IXL Content - M.9 Divide fractions and mixed numbers using models,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Dividing Mixed Numbers using the Standard Algorithm,N/A,Khan Academy content - Divide mixed numbers,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Estimating Quotients when Dividing Mixed Numbers,N/A,IXL Content - M.8 Estimate quotients when dividing mixed numbers,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Solving Word Problems Involving Division of Fractions (Basic),N/A,Khan Academy content - Interpret fraction division,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Solving Word Problems Involving Division of Fractions by Fractions,N/A,Khan Academy content - Dividing fractions word problems,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Solving Word Problems Involving Division of Fractions and Mixed Numbers (Models),N/A,IXL Content - M.11 Divide fractions and mixed numbers using models: word problems,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Solving Word Problems Involving Division of Fractions and Mixed Numbers,N/A,IXL Content - M.12 Divide fractions and mixed numbers: word problems,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Applying Division and Multiplication to Fractional Lengths,N/A,EngageNY Lessons - Lesson 12: Fractional Lengths,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Finding Unknown Side Lengths of Rectangles with Fractional Measurements,N/A,EngageNY Lessons - Lesson 13: Rectangles with Fractional Side Lengths,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Understanding the Connection between Volume and Fractional Edge Lengths,N/A,EngageNY Lessons - Lesson 14: Fractional Lengths in Triangles and Prisms,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Finding the Volume of Prisms with Fractional Edge Lengths,N/A,EngageNY Lessons - Lesson 15: Volume of Prisms,exact match
6.NS.A.1,"Interpret and compute quotients of fractions, and solve word problems involving division of fractions by fractions, e.g., by using visual fraction models and equations to represent the problem.",Solving Complex Word Problems Involving Fractions (Mixed Operations),N/A,EngageNY Lessons - Lesson 16: Solving Problems Involving Fractions,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Understanding Divisibility Rules,N/A,IXL Content - C.1 Divisibility rules,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Recognizing Division Patterns with Zeros,N/A,IXL Content - C.2 Division patterns with zeros,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Estimating Quotients of Whole Numbers,N/A,IXL Content - C.4 Estimate quotients,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Dividing Numbers Ending in Zeros: Word Problems,N/A,IXL Content - C.3 Divide numbers ending in zeros: word problems,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Dividing Multi-Digit Numbers (2-Digit Divisors),N/A,IXL Content - C.5 Divide whole numbers - 2-digit divisors,exact match
6.NS.B.2,Fluently divide multi-digit numbers using the standard algorithm.,Dividing Multi-Digit Numbers (3-Digit Divisors),N/A,IXL Content - C.6 Divide whole numbers - 3-digit divisors,exact match
