Standard ID,Standard Description,Skill Name,Skill Description,Source,Relationship
8.NS.A.1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",Convert fractions to repeating decimals,Convert fractions into their equivalent repeating decimal expansions.,"Khan Academy Content - Writing fractions as repeating decimals, EngageNY Lesson 14: Decimal Representations of Rational Numbers",Exact match
8.NS.A.1,"Know that numbers that are not rational are called irrational. Understand informally that every number has a decimal expansion; for rational numbers show that the decimal expansion repeats eventually, and convert a decimal expansion which repeats eventually into a rational number.",Convert repeating decimals to fractions,Convert repeating decimals (including multi-digit repeating decimals) into their equivalent rational number form (fractions).,"Khan Academy Content - Converting repeating decimals to fractions, Khan Academy Content - Converting multi-digit repeating decimals to fractions, EngageNY Lesson 15: Infinite Decimal Expansions",Exact match
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Approximate square roots,Find the approximate value of square roots by thinking about perfect squares or by identifying the two whole number values between which a square root lies.,"Khan Academy Content - Approximating square roots, IXL Content - Estimate positive square roots, IXL Content - Estimate positive and negative square roots, EngageNY Lesson 4: Square Roots on the Number Line, EngageNY Lesson 5: Reasoning about Square Roots","Exact match (Khan Academy), Superset (IXL), Exact match (EngageNY)"
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Approximate cube roots,Approximate the value of cube roots and represent them as points on the number line.,"EngageNY Lesson 12: Edge Lengths and Volumes, EngageNY Lesson 13: Cube Roots, IXL Content - Estimate cube roots","Exact match (EngageNY), Exact match (IXL)"
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Locate irrational numbers on a number line,Locate irrational numbers approximately on a number line diagram using rational approximations.,"IXL Content - Irrational numbers on number lines, EngageNY Lesson 4: Square Roots on the Number Line",Exact match
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Compare and order irrational numbers (without calculator),"Compare and order irrational numbers without using a calculator, by using rational approximations and their relative positions on the number line.","Khan Academy Content - Comparing irrational numbers, IXL Content - Compare and order rational and irrational numbers","Exact match (Khan Academy), Exact match (IXL)"
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Compare and order irrational numbers (with calculator),Compare and order irrational numbers using a calculator to find their approximate decimal values.,Khan Academy Content - Comparing irrational numbers with a calculator,Exact match
8.NS.A.2,"Use rational approximations of irrational numbers to compare the size of irrational numbers, locate them approximately on a number line diagram, and estimate the value of expressions (e.g., $\pi^2$).",Estimate values of expressions involving irrational numbers,"Estimate the value of expressions involving irrational numbers (e.g., $\pi^2$) by using rational approximations.",Custom,Exact match
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Understand integer exponents,"Comprehend that repeated division of a number is equivalent to repeated multiplication by its reciprocal, and understand the meaning of negative exponents.","IXL Content - Understanding exponents, IXL Content - Understanding negative exponents, EngageNY Lesson 1: Exponent Review, EngageNY Lesson 5: Negative Exponents with Powers of 10","Exact match (IXL - Understanding exponents), Exact match (IXL - Understanding negative exponents), Exact match (EngageNY)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Evaluate powers with integer exponents,"Compute numbers raised to positive and negative integer exponents, including bases that are fractions or decimals.","Khan Academy Content - Negative exponents, IXL Content - Evaluate powers, IXL Content - Evaluate powers with negative exponents, IXL Content - Evaluate powers with negative or zero exponents, IXL Content - Powers with decimal and fractional bases","Exact match (Khan Academy), Exact match (IXL)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Apply the product of powers property,"Rewrite products of powers with the same base by adding their exponents (e.g., $x^2 \cdot x^5 = x^7$).","Khan Academy Content - Multiply powers, IXL Content - Multiply powers: integer bases, IXL Content - Multiply powers: variable bases, EngageNY Lesson 2: Multiplying Powers of Ten, EngageNY Lesson 6: What About Other Bases?","Exact match (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Apply the quotient of powers property,"Rewrite quotients of powers with the same base by subtracting their exponents (e.g., $x^5 / x^2 = x^3$).","Khan Academy Content - Divide powers, IXL Content - Divide powers: integer bases, IXL Content - Divide powers: variable bases, EngageNY Lesson 4: Dividing Powers of 10, EngageNY Lesson 6: What About Other Bases?","Exact match (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Apply the power of a power property,"Rewrite powers of powers by multiplying the exponents (e.g., $(x^2)^5 = x^{10}$).","Khan Academy Content - Powers of powers, IXL Content - Power of a power: integer bases, IXL Content - Powers of a power: variable bases, EngageNY Lesson 3: Powers of Powers of 10, EngageNY Lesson 6: What About Other Bases?","Exact match (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Apply the power of a product and quotient properties,"Rewrite powers of products and quotients, including expressions with negative exponents (e.g., $(3^5 \cdot x^3)^2 = 3^{10} \cdot x^6$).","Khan Academy Content - Powers of products & quotients, Khan Academy Content - Powers of products & quotients (integer exponents), Khan Academy Content - Powers of products & quotients (structured practice), EngageNY Lesson 8: Combining Bases, IXL Content - Evaluate expressions using properties of exponents","Exact match (Khan Academy), Exact match (EngageNY), Superset (IXL)"
8.EE.A.1,Know and apply the properties of integer exponents to generate equivalent numerical expressions.,Generate equivalent numerical expressions using exponent properties,"Use properties of integer exponents to generate equivalent numerical expressions, including combining multiple properties.","Khan Academy Content - Multiply & divide powers (integer exponents), Khan Academy Content - Properties of exponents challenge (integer exponents), IXL Content - Multiply and divide powers: integer bases, IXL Content - Multiply and divide powers: variable bases, IXL Content - Evaluate expressions using properties of exponents, IXL Content - Identify equivalent expressions involving exponents I, IXL Content - Identify equivalent expressions involving exponents II, EngageNY Lesson 7: Practice with Rational Bases","Exact match (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Understand the concept of square roots,"Comprehend that a square root is the inverse operation of squaring a number, and identify perfect squares.","IXL Content - Relationship between squares and square roots, EngageNY Lesson 2: Side Lengths and Areas, EngageNY Lesson 6: Finding Side Lengths of Triangles","Exact match (IXL), Implicit (EngageNY)"
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Evaluate positive and negative square roots of perfect square integers,Calculate both the principal (positive) and negative square roots of small perfect square integers.,"Khan Academy Content - Square roots, IXL Content - Square roots of perfect squares, IXL Content - Positive and negative square roots",Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Evaluate square roots of perfect square fractions and decimals,Calculate square roots of perfect square fractions and decimals.,"Khan Academy Content - Roots of decimals & fractions, Khan Academy Content - Equations with square roots: decimals & fractions",Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Understand the concept of cube roots,"Comprehend that a cube root is the inverse operation of cubing a number, and identify perfect cubes.",EngageNY Lesson 12: Edge Lengths and Volumes,Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Evaluate positive and negative cube roots of perfect cube integers,Calculate both the positive and negative cube roots of small perfect cube integers.,"Khan Academy Content - Cube roots, IXL Content - Cube roots of positive perfect cubes, IXL Content - Cube roots of positive and negative perfect cubes",Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Estimate non-perfect square and cube roots,"Estimate the approximate numerical value of square roots and cube roots of non-perfect squares/cubes (e.g., $\sqrt{x}$ where x is not a perfect square) to the nearest whole number or by identifying the two whole numbers it lies between.","IXL Content - Estimate positive square roots, IXL Content - Estimate positive and negative square roots, IXL Content - Estimate cube roots",Subset
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Represent solutions to $x^2 = p$ using square root symbol,Express solutions to equations of the form $x^2 = p$ (where $p$ is a positive rational number) using the $\pm\sqrt{p}$ notation.,"IXL Content - Solve equations using square roots, Khan Academy Content - Equations with square roots & cube roots","Exact match (IXL), Implicit (Khan Academy)"
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Solve equations of the form $x^2 = p$,"Determine the numerical solutions to equations of the form $x^2 = p$, including cases where $p$ is a positive rational decimal or fraction.","Khan Academy Content - Equations with square roots & cube roots, Khan Academy Content - Equations with square roots: decimals & fractions, IXL Content - Solve equations using square roots",Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Represent solutions to $x^3 = p$ using cube root symbol,Express solutions to equations of the form $x^3 = p$ (where $p$ is a positive rational number) using the $\sqrt[3]{p}$ notation.,"IXL Content - Solve equations using cube roots, Khan Academy Content - Equations with square roots & cube roots","Exact match (IXL), Implicit (Khan Academy)"
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Solve equations of the form $x^3 = p$,Determine the numerical solutions to equations of the form $x^3 = p$.,"Khan Academy Content - Equations with square roots & cube roots, IXL Content - Solve equations using cube roots",Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Know that $\sqrt{2}$ is irrational,State and understand that the square root of 2 is an irrational number.,Custom,Exact match
8.EE.A.2,"Use square root and cube root symbols to represent solutions to equations of the form $x^2 = p$ and $x^3 = p$, where $p$ is a positive rational number. Evaluate square roots of small perfect squares and cube roots of small perfect cubes. Know that $\sqrt{2}$ is irrational.",Solve varied problems involving square and cube roots,Apply knowledge of square and cube roots to solve various mathematical problems.,Khan Academy Content - Square and cube challenge,Exact match
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Understand powers of 10,Recognize and work with positive and negative integer powers of 10.,"EngageNY Lesson 1: Exponent Review (Implicit), EngageNY Lesson 5: Negative Exponents with Powers of 10 (Implicit)",Implicit (EngageNY)
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Express large numbers as a single digit times a power of 10,Convert very large numbers into the form $a \times 10^n$ where $a$ is a single digit.,EngageNY Lesson 9: Describing Large and Small Numbers Using Powers of 10,Exact match (EngageNY)
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Express small numbers as a single digit times a power of 10,Convert very small numbers into the form $a \times 10^n$ where $a$ is a single digit and $n$ is a negative integer.,EngageNY Lesson 11: Representing Small Numbers on the Number Line,Exact match (EngageNY)
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Estimate very large quantities using powers of 10,Approximate real-world very large quantities using a single digit times an integer power of 10.,Khan Academy Content - Approximating with powers of 10,Exact match (Khan Academy)
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Estimate very small quantities using powers of 10,Approximate real-world very small quantities using a single digit times an integer power of 10.,Khan Academy Content - Approximating with powers of 10,Exact match (Khan Academy)
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Express how many times as much one quantity is than another using powers of 10,"Compare two quantities by determining how many times larger or smaller one is than the other, using powers of 10.","Khan Academy Content - Approximating with powers of 10, EngageNY Lesson 16: Is a Smartphone Smart Enough to Go to the Moon?","Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.A.3,"Use numbers expressed in the form of a single digit times an integer power of 10 to estimate very large or very small quantities, and to express how many times as much one is than the other.",Perform multiplication and division with powers of ten,Solve multiplication and division problems involving numbers expressed as powers of ten.,"Khan Academy Content - Multiplication and division with powers of ten, EngageNY Lesson 2: Multiplying Powers of Ten, EngageNY Lesson 4: Dividing Powers of 10","Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Define scientific notation,"Understand that scientific notation expresses numbers as a product of a number between 1 and 10 (inclusive of 1, exclusive of 10) and an integer power of 10.","IXL Content - Convert between standard and scientific notation (Implicit), EngageNY Lesson 13: Definition of Scientific Notation","Implicit (IXL), Exact match (EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Convert between standard notation and scientific notation,Convert numbers from standard form to scientific notation and from scientific notation to standard form.,"Khan Academy Content - Scientific notation, IXL Content - Convert between standard and scientific notation, EngageNY Lesson 13: Definition of Scientific Notation","Exact match (Khan Academy, IXL, EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Compare numbers written in scientific notation,Order and compare numbers given in scientific notation.,"IXL Content - Compare numbers written in scientific notation, EngageNY Lesson 10: Representing Large Numbers on the Number Line, EngageNY Lesson 11: Representing Small Numbers on the Number Line","Exact match (IXL), Exact match (EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Add and subtract numbers in scientific notation,"Perform addition and subtraction operations on numbers expressed in scientific notation, including cases where adjustment of exponents is necessary.","Khan Academy Content - Adding & subtracting in scientific notation, IXL Content - Add and subtract numbers written in scientific notation, EngageNY Lesson 15: Adding and Subtracting with Scientific Notation","Exact match (Khan Academy, IXL, EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Multiply numbers in scientific notation,Perform multiplication operations on numbers expressed in scientific notation.,"Khan Academy Content - Multiplying & dividing in scientific notation, IXL Content - Multiply numbers written in scientific notation, EngageNY Lesson 14: Multiplying, Dividing, and Estimating with Scientific Notation","Exact match (Khan Academy, IXL, EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Divide numbers in scientific notation,Perform division operations on numbers expressed in scientific notation.,"Khan Academy Content - Multiplying & dividing in scientific notation, IXL Content - Divide numbers written in scientific notation, EngageNY Lesson 14: Multiplying, Dividing, and Estimating with Scientific Notation","Exact match (Khan Academy, IXL, EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Solve word problems involving scientific notation,"Apply operations with scientific notation to solve real-world problems, including those involving very large or very small quantities.","Khan Academy Content - Scientific notation word problems, EngageNY Lesson 12: Applications of Arithmetic with Powers of 10, EngageNY Lesson 16: Is a Smartphone Smart Enough to Go to the Moon?","Exact match (Khan Academy), Exact match (EngageNY)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Choose appropriate units for very large or very small quantities,"Select and use appropriate units of measurement when working with very large or very small quantities, often expressed in scientific notation.","EngageNY Lesson 12: Applications of Arithmetic with Powers of 10 (Implicit), Khan Academy Content - Scientific notation word problems (Implicit)","Implicit (EngageNY, Khan Academy)"
8.EE.A.4,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used. Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities. Interpret scientific notation that has been generated by technology.",Interpret scientific notation generated by technology,Understand and interpret scientific notation as it is displayed on calculators and other technological tools.,IXL Content - Scientific notation on calculators,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Identify proportional relationships from tables,Determine if a relationship represented in a table is proportional.,IXL Content - Identify proportional relationships from tables,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Identify proportional relationships from graphs,Determine if a relationship represented on a graph is proportional by checking if it's a straight line through the origin.,"IXL Content - Identify proportional relationships by graphing, EngageNY Lesson 2: Graphs of Proportional Relationships","Exact match (IXL), Implicit (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Identify proportional relationships from graphs and equations,Determine if a relationship is proportional given its graph or equation.,IXL Content - Identify proportional relationships from graphs and equations,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Identify proportional relationships: word problems,Determine if a real-world situation describes a proportional relationship.,IXL Content - Identify proportional relationships: word problems,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Find the constant of proportionality from a table,Calculate the constant of proportionality from data presented in a table.,"IXL Content - Find the constant of proportionality from a table, EngageNY Lesson 1: Understanding Proportional Relationships","Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Find the constant of proportionality from a graph,Determine the constant of proportionality from the graph of a proportional relationship.,"IXL Content - Find the constant of proportionality from a graph, EngageNY Lesson 2: Graphs of Proportional Relationships","Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Write equations for proportional relationships from tables,Formulate an equation $y=kx$ that represents a proportional relationship given in a table.,"IXL Content - Write equations for proportional relationships from tables, EngageNY Lesson 1: Understanding Proportional Relationships","Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Write equations for proportional relationships from graphs,Formulate an equation $y=kx$ that represents a proportional relationship given its graph.,IXL Content - Write equations for proportional relationships from graphs,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Graph proportional relationships,"Graph a line that represents a proportional relationship given an equation, table, or verbal description.","Khan Academy Content â€“ Graphing proportional relationships, IXL Content - Graph proportional relationships and find the slope, EngageNY Lesson 1: Understanding Proportional Relationships","Exact match (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Interpret graphs of proportional relationships,"Understand what points and sections of a graph of a proportional relationship represent in context, including the unit rate as slope.","IXL Content - Interpret graphs of proportional relationships, EngageNY Lesson 2: Graphs of Proportional Relationships, EngageNY Lesson 3: Representing Proportional Relationships","Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Graph proportional relationships and find the slope,"Graph a proportional relationship and identify its slope, understanding that the slope represents the unit rate.","IXL Content - Graph proportional relationships and find the slope, EngageNY Lesson 5: Introduction to Linear Relationships","Exact match (IXL), Subset (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Write and solve equations for proportional relationships,Write and solve equations of the form $y=kx$ to represent and solve problems involving proportional relationships.,IXL Content - Write and solve equations for proportional relationships,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Compare proportional relationships represented in different ways,"Compare unit rates and other features of two different proportional relationships presented as graphs, tables, equations, or verbal descriptions.","Khan Academy Content â€“ Rates & proportional relationships, IXL Content - Compare proportional relationships represented in different ways, EngageNY Lesson 4: Comparing Proportional Relationships","Superset (Khan Academy), Exact match (IXL), Exact match (EngageNY)"
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Understand direct variation,Recognize that direct variation is a type of proportional relationship and identify the constant of variation.,IXL Content - Identify direct variation,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Find the constant of direct variation,Calculate the constant of variation in a direct variation relationship.,IXL Content - Find the constant of variation,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Write direct variation equations,Write an equation that represents a direct variation relationship.,IXL Content - Write direct variation equations,Exact match (IXL)
8.EE.B.5,"Graph proportional relationships, interpreting the unit rate as the slope of the graph. Compare two different proportional relationships represented in different ways.",Solve problems using direct variation equations,Use direct variation equations to solve real-world and mathematical problems.,IXL Content - Write and solve direct variation equations,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Identify solutions to one-variable equations,Determine whether a given value for the variable satisfies a one-variable equation.,IXL Content - Which x satisfies an equation?,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Write equations from word problems,Translate verbal descriptions into algebraic equations with one variable.,IXL Content - Write an equation from words,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Model and solve equations using algebra tiles,Represent and solve one-variable equations using algebra tiles to demonstrate balanced moves.,"IXL Content - Model and solve equations using algebra tiles, EngageNY Lesson 2: Keeping the Equation Balanced","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Write and solve equations that represent diagrams,Formulate and solve equations based on visual diagrams like hanger diagrams.,"IXL Content - Write and solve equations that represent diagrams, EngageNY Lesson 2: Keeping the Equation Balanced","Exact match (IXL), Exact match (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Understand properties of equality,"Recognize and apply the properties of equality (addition, subtraction, multiplication, division) to transform equations.","IXL Content - Properties of equality, EngageNY Lesson 3: Balanced Moves","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Identify equivalent equations,Determine if two equations are equivalent by applying properties of equality.,IXL Content - Identify equivalent equations,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Solve one-step linear equations,Solve linear equations that require one inverse operation.,IXL Content - Solve one-step equations,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Solve two-step linear equations,Solve linear equations that require two inverse operations.,"IXL Content - Solve two-step equations, EngageNY Lesson 3: Balanced Moves","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Complete solutions to two-step equations,Fill in missing steps in the solution process of two-step linear equations.,IXL Content - Solve two-step equations: complete the solution,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Solve one-step and two-step equations: word problems,Formulate and solve one-step and two-step linear equations from word problems.,IXL Content - Solve one-step and two-step equations: word problems,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Solve equations involving like terms,Solve linear equations that require combining like terms on one or both sides of the equation.,"IXL Content - Solve equations involving like terms, EngageNY Lesson 4: More Balanced Moves","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Equations with variables on both sides,"Practice solving one-variable equations like 20 - 7x = 6x - 6, where the variable appears on both sides of the equals sign.",Khan Academy Content â€“ Equations with variables on both sides,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Solve equations with variables on both sides,Solve linear equations where the variable appears on both sides of the equals sign.,"IXL Content - Solve equations with variables on both sides, EngageNY Lesson 4: More Balanced Moves","Exact match (IXL), Exact match (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Equations with variables on both sides: decimals & fractions,Solve linear equations where the variable appears on both sides of the equation and the coefficients are decimals or fractions.,Khan Academy Content â€“ Equations with variables on both sides: decimals & fractions,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Solve equations with variables on both sides: fractional coefficients,Solve linear equations with variables on both sides where the coefficients are fractions or decimals.,IXL Content - Solve equations with variables on both sides: fractional coefficients,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Solve equations with variables on both sides: word problems,Formulate and solve linear equations with variables on both sides from word problems.,IXL Content - Solve equations with variables on both sides: word problems,Exact match (IXL)
8.EE.C.7,Solve linear equations in one variable.,Equations with parentheses,Practice solving equations with parentheses using the distributive property.,Khan Academy Content â€“ Equations with parentheses,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Solve equations with the distributive property,Solve linear equations that require expanding expressions using the distributive property.,"IXL Content - Solve equations with the distributive property, EngageNY Lesson 3: Balanced Moves","Exact match (IXL), Implicit (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Equations with parentheses: decimals & fractions,Solve linear equations that contain expressions with parentheses and the coefficients are rational numbers.,Khan Academy Content â€“ Equations with parentheses: decimals & fractions,Exact match (Khan Academy)
8.EE.C.7,Solve linear equations in one variable.,Solve multi-step linear equations,"Solve linear equations that require multiple steps, including combining like terms, using the distributive property, and variables on both sides.","IXL Content - Solve multi-step equations, EngageNY Lesson 5: Solving Any Linear Equation","Exact match (IXL), Exact match (EngageNY)"
8.EE.C.7,Solve linear equations in one variable.,Solve multi-step equations with fractional coefficients,Solve multi-step linear equations where coefficients are rational numbers (fractions or decimals).,"IXL Content - Solve multi-step equations with fractional coefficients, EngageNY Lesson 5: Solving Any Linear Equation","Exact match (IXL), Implicit (EngageNY)"
